Locality,Zip code,Kitchen,Type of property,Subtype of property,Price of property in euro,Type of Sale,Number of bedrooms,Living area,Terrace,Terrace area,Garden,Garden area,Surface of the land(or plot of land),Number of facades,Swimming pool,ID number,State of the building,URL
Antwerp,2180.0,1.0,apartment,apartment,239000.0,isUnderOption,2.0,100.0,1.0,,,,,2.0,,10579585.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2180/10579585
Schaerbeek,1030.0,1.0,apartment,apartment,239000.0,,1.0,65.0,1.0,5.0,,,,2.0,,10628081.0,,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10628081
Turnhout,2300.0,1.0,apartment,apartment,239000.0,,1.0,83.0,1.0,9.0,,,,3.0,,10441628.0,,https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/10441628
Assebroek,8310.0,1.0,apartment,apartment,239000.0,,2.0,85.0,1.0,20.0,,,,2.0,,10641777.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/assebroek/8310/10641777
Fléron,4620.0,1.0,apartment,apartment,239000.0,,1.0,52.0,1.0,,,,,4.0,,10641622.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/fl%C3%A9ron/4620/10641622
Sint-Pieters-Leeuw,1600.0,1.0,apartment,apartment,235000.0,,2.0,65.0,1.0,3.0,,,,2.0,,10563805.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/sint-pieters-leeuw/1600/10563805
Grimbergen,1853.0,1.0,apartment,apartment,240000.0,isUnderOption,2.0,95.0,1.0,4.0,,,,2.0,,10544588.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/grimbergen/1853/10544588
Ganshoren,1083.0,1.0,apartment,apartment,235000.0,isUnderOption,2.0,99.0,1.0,,,,,2.0,,10510977.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/10510977
St-Kruis,8310.0,1.0,apartment,apartment,239000.0,,2.0,86.0,1.0,6.0,,,,2.0,,10606750.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/st-kruis/8310/10606750
Woluwe-Saint-Lambert,1200.0,1.0,apartment,apartment,240000.0,isUnderOption,2.0,86.0,1.0,14.0,,,,,,10427641.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10427641
Jette,1090.0,1.0,apartment,apartment,245000.0,,2.0,100.0,1.0,6.0,,,,3.0,,10615768.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/10615768
Zaventem Sint-Stevens-Woluwe,1200.0,1.0,apartment,apartment,245000.0,isUnderOption,3.0,81.0,,,,,,,1.0,10362622.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/zaventem%20sint-stevens-woluwe/1200/10362622
Wavre,1300.0,1.0,apartment,apartment,245000.0,isUnderOption,1.0,79.0,1.0,9.0,,,,,,10631764.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10631764
Brasschaat,2930.0,1.0,house,house,669000.0,isUnderOption,4.0,165.0,1.0,32.0,1.0,640.0,750.0,4.0,,10621684.0,just renovated,https://www.immoweb.be/en/classified/house/for-sale/brasschaat/2930/10621684
Molenbeek-Saint-Jean,1080.0,1.0,apartment,apartment,239000.0,isUnderOption,2.0,103.0,,,,,,2.0,,10326829.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/10326829
Namur,5000.0,0.0,house,farmhouse,690000.0,,5.0,800.0,1.0,40.0,1.0,19474.0,19474.0,4.0,,10615796.0,to renovate,https://www.immoweb.be/en/classified/farmhouse/for-sale/namur/5000/10615796
De Pinte,9840.0,1.0,house,house,695000.0,,5.0,226.0,,,1.0,1.0,2905.0,4.0,,10527583.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/de%20pinte/9840/10527583
POESELE,9850.0,1.0,house,villa,663000.0,isUnderOption,4.0,258.0,1.0,,,,0.0,4.0,,10625989.0,,https://www.immoweb.be/en/classified/villa/for-sale/poesele/9850/10625989
Uccle,1180.0,1.0,house,house,675000.0,,6.0,360.0,1.0,15.0,1.0,235.0,0.0,3.0,,10406135.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10406135
Oostkamp,8020.0,,house,villa,699000.0,,4.0,332.0,,,,,640.0,4.0,1.0,10621035.0,good,https://www.immoweb.be/en/classified/villa/for-sale/oostkamp/8020/10621035
Villers-la-Ville,1495.0,1.0,house,villa,660000.0,,4.0,207.0,1.0,,1.0,1082.0,1182.0,4.0,,10641308.0,as new,https://www.immoweb.be/en/classified/villa/for-sale/villers-la-ville/1495/10641308
Strombeek-Bever,1853.0,1.0,house,villa,675000.0,,3.0,205.0,1.0,23.0,1.0,320.0,569.0,4.0,,10611529.0,good,https://www.immoweb.be/en/classified/villa/for-sale/strombeek-bever/1853/10611529
Bierges,1300.0,1.0,house,villa,700000.0,,4.0,214.0,1.0,,1.0,1511.0,1686.0,4.0,,10636685.0,good,https://www.immoweb.be/en/classified/villa/for-sale/bierges/1300/10636685
WIERDE,5100.0,0.0,house,farmhouse,690000.0,,5.0,800.0,1.0,40.0,1.0,19474.0,19474.0,4.0,,10543537.0,to renovate,https://www.immoweb.be/en/classified/farmhouse/for-sale/wierde/5100/10543537
Ichtegem,8480.0,,house,house,675000.0,,3.0,201.0,,,,,6435.0,,,10543557.0,good,https://www.immoweb.be/en/classified/house/for-sale/ichtegem/8480/10543557
Villers-la-Ville,1495.0,1.0,house,house,685000.0,,4.0,281.0,1.0,32.0,1.0,750.0,1040.0,4.0,1.0,10556272.0,as new,https://www.immoweb.be/en/classified/house/for-sale/villers-la-ville/1495/10556272
Eernegem,8480.0,1.0,house,house,698000.0,,5.0,474.0,1.0,,,,1059.0,3.0,1.0,10617088.0,good,https://www.immoweb.be/en/classified/house/for-sale/eernegem/8480/10617088
Lasne,1380.0,0.0,house,villa,725000.0,,3.0,236.0,1.0,50.0,1.0,2818.0,2818.0,4.0,1.0,10624196.0,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/lasne/1380/10624196
Bierges,1301.0,1.0,house,villa,700000.0,,4.0,214.0,1.0,,1.0,1511.0,1686.0,4.0,,10621499.0,good,https://www.immoweb.be/en/classified/villa/for-sale/bierges/1301/10621499
Woluwe-Saint-Pierre,1150.0,1.0,house,house,749000.0,,4.0,,1.0,12.0,1.0,120.0,215.0,2.0,,10389278.0,good,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10389278
Glabbeek,3380.0,,house,house,745000.0,,5.0,358.0,1.0,65.0,1.0,840.0,840.0,,,10502496.0,,https://www.immoweb.be/en/classified/house/for-sale/glabbeek/3380/10502496
De Haan,8420.0,1.0,house,house,675000.0,,4.0,196.0,1.0,,,,834.0,4.0,,10560059.0,good,https://www.immoweb.be/en/classified/house/for-sale/de%20haan/8420/10560059
Watermael-Boitsfort,1170.0,1.0,house,house,695000.0,,5.0,230.0,,,1.0,175.0,270.0,2.0,,10599325.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/10599325
Dworp,1653.0,1.0,house,villa,790000.0,isUnderOption,4.0,250.0,1.0,40.0,,,1135.0,4.0,,10406377.0,as new,https://www.immoweb.be/en/classified/villa/for-sale/dworp/1653/10406377
Glabbeek,3380.0,,house,mixed use building,745000.0,,5.0,358.0,1.0,65.0,1.0,840.0,840.0,,,10502498.0,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/glabbeek/3380/10502498
Leuven Heverlee,3001.0,1.0,house,villa,795000.0,,4.0,200.0,1.0,40.0,,,794.0,4.0,,10401050.0,to renovate,https://www.immoweb.be/en/classified/villa/for-sale/leuven%20heverlee/3001/10401050
Woluwe-Saint-Pierre,1150.0,1.0,house,house,795000.0,,5.0,269.0,1.0,,1.0,115.0,304.0,3.0,,10601965.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10601965
Rumst,2840.0,1.0,house,villa,796000.0,isUnderOption,6.0,289.0,1.0,50.0,1.0,430.0,900.0,4.0,1.0,10578854.0,as new,https://www.immoweb.be/en/classified/villa/for-sale/rumst/2840/10578854
Bruxelles,1000.0,1.0,house,house,790000.0,isUnderOption,4.0,250.0,1.0,30.0,,,100.0,2.0,,10572628.0,as new,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10572628
Grimbergen,1850.0,1.0,house,villa,790000.0,,4.0,354.0,1.0,30.0,1.0,500.0,640.0,4.0,,10538305.0,as new,https://www.immoweb.be/en/classified/villa/for-sale/grimbergen/1850/10538305
Halle,1500.0,1.0,apartment,duplex,245000.0,,2.0,90.0,1.0,,,,,2.0,,10522227.0,to be done up,https://www.immoweb.be/en/classified/duplex/for-sale/halle/1500/10522227
Chaumont-Gistoux,1325.0,1.0,house,villa,785000.0,,4.0,260.0,1.0,,,,2205.0,4.0,1.0,10380552.0,as new,https://www.immoweb.be/en/classified/villa/for-sale/chaumont-gistoux/1325/10380552
Balen,2490.0,1.0,apartment,apartment,245000.0,,2.0,,,,,,,,,10487945.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/balen/2490/10487945
Affligem,1790.0,1.0,house,mixed use building,794000.0,,4.0,260.0,1.0,40.0,1.0,200.0,673.0,4.0,,10576936.0,as new,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/affligem/1790/10576936
Herk-de-Stad,3540.0,,house,villa,735000.0,,3.0,195.0,1.0,40.0,1.0,663.0,663.0,4.0,,10437418.0,,https://www.immoweb.be/en/classified/villa/for-sale/herk-de-stad/3540/10437418
Oostakker,9041.0,1.0,apartment,apartment,245000.0,,2.0,73.0,,,,,,,,10616165.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/oostakker/9041/10616165
Schaerbeek,1030.0,1.0,apartment,apartment,248000.0,isUnderOption,2.0,78.0,1.0,,,,,2.0,,10494042.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10494042
Roeselare,8800.0,1.0,apartment,apartment,247500.0,,2.0,98.0,,,,,,,,10536428.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/10536428
Ganshoren,1083.0,1.0,apartment,apartment,249000.0,,3.0,92.0,1.0,,,,,,,10613556.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/10613556
Roeselare,8800.0,1.0,apartment,apartment,248000.0,,2.0,130.0,1.0,,,,,,,10579413.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/10579413
Tubize,1480.0,1.0,apartment,apartment,249000.0,isUnderOption,2.0,84.0,1.0,5.0,,,,,,10107302.0,,https://www.immoweb.be/en/classified/apartment/for-sale/tubize/1480/10107302
Dilbeek,1700.0,1.0,apartment,apartment,249000.0,isUnderOption,2.0,90.0,1.0,11.0,,,,,,10273837.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1700/10273837
Anderlecht,1070.0,1.0,apartment,apartment,249000.0,,2.0,84.0,,,,,,3.0,,10582441.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10582441
Zaventem Sint-Stevens-Woluwe,1932.0,1.0,apartment,apartment,245000.0,isUnderOption,3.0,81.0,,,,,,,1.0,10360792.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/zaventem%20sint-stevens-woluwe/1932/10360792
Edegem,2650.0,1.0,apartment,apartment,249500.0,,2.0,81.0,1.0,13.0,,,,3.0,,10618088.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/edegem/2650/10618088
Aalst,9300.0,1.0,apartment,penthouse,249000.0,isUnderOption,2.0,93.0,1.0,4.0,1.0,150.0,,,,10505036.0,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/aalst/9300/10505036
Tintigny,6730.0,1.0,apartment,apartment,245000.0,isUnderOption,2.0,84.0,1.0,8.0,,,,,,10534004.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/tintigny/6730/10534004
Bellecourt,7170.0,1.0,apartment,apartment,249000.0,isUnderOption,3.0,115.0,1.0,15.0,,,,3.0,,10487469.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/bellecourt/7170/10487469
Woluwe-Saint-Lambert,1200.0,1.0,apartment,apartment,250000.0,isUnderOption,1.0,55.0,1.0,13.0,,,,2.0,,10599172.0,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10599172
Ittre,1460.0,0.0,apartment,duplex,250000.0,,3.0,175.0,1.0,12.0,,,,2.0,,10636842.0,good,https://www.immoweb.be/en/classified/duplex/for-sale/ittre/1460/10636842
Namur,5000.0,,apartment,apartment,250000.0,isUnderOption,2.0,154.0,,,,,,,,10520339.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10520339
Dilbeek,1701.0,1.0,apartment,apartment,250000.0,,2.0,85.0,1.0,,,,,,,10391932.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1701/10391932
Gent,9000.0,1.0,apartment,apartment,259000.0,,2.0,84.0,1.0,2.0,,,,,,10632741.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10632741
De Haan,8420.0,1.0,apartment,apartment,264000.0,,2.0,78.0,1.0,,,,,,,10632609.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/de%20haan/8420/10632609
Gent,9000.0,1.0,apartment,apartment,250000.0,isPublicSale,2.0,97.0,,,,,,,,10567788.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10567788
Sint-Jans-Molenbeek,1080.0,1.0,apartment,apartment,265000.0,,2.0,87.0,1.0,4.0,,,,,,10359906.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/sint-jans-molenbeek/1080/10359906
BRUXELLES,1000.0,1.0,apartment,apartment,260000.0,,1.0,55.0,1.0,5.0,,,,,,10167620.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10167620
Grimbergen Strombeek-Bever,1853.0,1.0,apartment,apartment,269000.0,isUnderOption,3.0,100.0,1.0,18.0,,,,,,10491306.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/grimbergen%20strombeek-bever/1853/10491306
Hemiksem,2620.0,1.0,apartment,apartment,258000.0,isUnderOption,3.0,110.0,1.0,16.0,,,,1.0,,10546368.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/hemiksem/2620/10546368
Dilbeek,1700.0,0.0,apartment,apartment,260000.0,,2.0,108.0,1.0,2.0,,,,3.0,,10619547.0,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1700/10619547
Mechelen,2800.0,1.0,house,exceptional property,815000.0,,4.0,258.0,1.0,,1.0,57.0,200.0,2.0,,10624329.0,just renovated,https://www.immoweb.be/en/classified/exceptional-property/for-sale/mechelen/2800/10624329
Wilrijk,2610.0,1.0,apartment,apartment,259000.0,,2.0,79.0,,,,,,2.0,,10552123.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/10552123
Watermael-Boitsfort,1170.0,1.0,house,house,815000.0,isUnderOption,5.0,275.0,1.0,12.0,1.0,246.0,246.0,2.0,,10461612.0,good,https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/10461612
Ardooie,8850.0,1.0,apartment,ground floor,269000.0,,3.0,137.0,1.0,8.0,,,,,,10058426.0,as new,https://www.immoweb.be/en/classified/ground-floor/for-sale/ardooie/8850/10058426
Bruxelles,1000.0,,apartment,apartment,269000.0,,1.0,70.0,,,,,,2.0,,10365020.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10365020
Lierneux,4990.0,1.0,house,exceptional property,830000.0,,5.0,335.0,1.0,,,,5000.0,4.0,,10639240.0,as new,https://www.immoweb.be/en/classified/exceptional-property/for-sale/lierneux/4990/10639240
Evere,1140.0,1.0,house,apartment block,825000.0,,3.0,256.0,,,1.0,18.0,96.0,2.0,,10516280.0,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/evere/1140/10516280
Vielsalm,6690.0,1.0,house,exceptional property,830000.0,,5.0,335.0,1.0,,,,5000.0,4.0,,10639239.0,as new,https://www.immoweb.be/en/classified/exceptional-property/for-sale/vielsalm/6690/10639239
Asse,1730.0,1.0,house,house,849000.0,isUnderOption,4.0,302.0,1.0,20.0,1.0,4200.0,4493.0,4.0,,10608562.0,good,https://www.immoweb.be/en/classified/house/for-sale/asse/1730/10608562
Schaerbeek,1030.0,1.0,house,house,845000.0,,5.0,290.0,,,1.0,141.0,232.0,3.0,,10631891.0,good,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10631891
Villers-la-Ville,1495.0,1.0,house,exceptional property,895000.0,,5.0,300.0,1.0,,,,41233.0,4.0,,10626717.0,good,https://www.immoweb.be/en/classified/exceptional-property/for-sale/villers-la-ville/1495/10626717
Forest,1190.0,1.0,house,house,890000.0,,5.0,220.0,1.0,24.0,1.0,145.0,215.0,2.0,,10464491.0,just renovated,https://www.immoweb.be/en/classified/house/for-sale/forest/1190/10464491
Varsenare,8490.0,1.0,house,villa,895000.0,,4.0,241.0,1.0,,,,3719.0,4.0,,10559281.0,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/varsenare/8490/10559281
Gent,9000.0,1.0,house,apartment block,895000.0,,8.0,300.0,1.0,60.0,1.0,60.0,260.0,2.0,,10528246.0,as new,https://www.immoweb.be/en/classified/apartment-block/for-sale/gent/9000/10528246
Uccle,1180.0,1.0,house,house,898000.0,,4.0,208.0,1.0,30.0,,,150.0,3.0,,10579480.0,good,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10579480
Wezembeek-Oppem,1970.0,1.0,house,villa,900000.0,,5.0,290.0,1.0,20.0,1.0,350.0,435.0,4.0,,10598052.0,as new,https://www.immoweb.be/en/classified/villa/for-sale/wezembeek-oppem/1970/10598052
Gistel,8470.0,1.0,house,villa,980000.0,,4.0,565.0,,,,,0.0,4.0,,10587927.0,good,https://www.immoweb.be/en/classified/villa/for-sale/gistel/8470/10587927
Gooik,1755.0,1.0,house,villa,975000.0,,3.0,631.0,,,,,1480.0,4.0,,10608290.0,good,https://www.immoweb.be/en/classified/villa/for-sale/gooik/1755/10608290
SILLY,7830.0,1.0,house,house,1095000.0,,4.0,345.0,1.0,100.0,1.0,3500.0,4294.0,4.0,1.0,10625789.0,as new,https://www.immoweb.be/en/classified/house/for-sale/silly/7830/10625789
Ixelles,1050.0,1.0,house,villa,1050000.0,,6.0,340.0,1.0,60.0,,,772.0,3.0,,10586328.0,good,https://www.immoweb.be/en/classified/villa/for-sale/ixelles/1050/10586328
Woluwe-Saint-Pierre,1150.0,1.0,house,villa,1050000.0,,5.0,280.0,1.0,20.0,,,540.0,4.0,,10503301.0,good,https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/10503301
Rhode-St-Genèse,1640.0,1.0,house,house,1090000.0,,4.0,230.0,1.0,25.0,,,1262.0,4.0,,9280019.0,good,https://www.immoweb.be/en/classified/house/for-sale/rhode-st-gen%C3%A8se/1640/9280019
Puurs,2870.0,1.0,house,house,1080000.0,,5.0,588.0,1.0,,,,688.0,2.0,,10554828.0,good,https://www.immoweb.be/en/classified/house/for-sale/puurs/2870/10554828
Uccle,1180.0,1.0,house,house,1100000.0,,4.0,335.0,,,1.0,100.0,0.0,2.0,,10398962.0,as new,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10398962
Braine-le-Chateau,1440.0,1.0,house,house,1100000.0,isUnderOption,5.0,324.0,1.0,30.0,1.0,3000.0,3660.0,4.0,,10391444.0,good,https://www.immoweb.be/en/classified/house/for-sale/braine-le-chateau/1440/10391444
Bruxelles,1000.0,1.0,house,villa,1150000.0,,6.0,550.0,1.0,80.0,1.0,1100.0,1745.0,4.0,,10599202.0,good,https://www.immoweb.be/en/classified/villa/for-sale/bruxelles/1000/10599202
Laeken,1020.0,1.0,house,villa,1150000.0,,6.0,550.0,1.0,80.0,1.0,1100.0,1745.0,4.0,,10599201.0,good,https://www.immoweb.be/en/classified/villa/for-sale/laeken/1020/10599201
Brasschaat,2930.0,,house,villa,1195000.0,,5.0,402.0,1.0,100.0,1.0,2800.0,3322.0,4.0,1.0,10504427.0,good,https://www.immoweb.be/en/classified/villa/for-sale/brasschaat/2930/10504427
Gent,9000.0,1.0,house,house,1200000.0,,5.0,274.0,,,,,174.0,2.0,,10640451.0,as new,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10640451
Schaerbeek,1030.0,,house,house,1190000.0,,5.0,350.0,1.0,4.0,1.0,95.0,1.0,2.0,,10607657.0,,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10607657
Gent,9000.0,1.0,house,mansion,1200000.0,,5.0,274.0,,,1.0,75.0,174.0,,,10624403.0,,https://www.immoweb.be/en/classified/mansion/for-sale/gent/9000/10624403
Berchem-Sainte-Agathe,1082.0,1.0,apartment,apartment,270000.0,isUnderOption,3.0,100.0,1.0,,1.0,50.0,,3.0,,10504292.0,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/10504292
Woluwe-Saint-Pierre,1150.0,1.0,apartment,apartment,270000.0,isUnderOption,2.0,87.0,1.0,16.0,,,,,,10509238.0,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/10509238
Ixelles,1050.0,1.0,apartment,apartment,270000.0,,1.0,50.0,,,,,,3.0,,10512397.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10512397
Schaerbeek,1030.0,1.0,house,house,1250000.0,,5.0,495.0,1.0,26.0,1.0,230.0,340.0,2.0,,10423863.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10423863
Antwerpen,2140.0,1.0,apartment,apartment,272000.0,isUnderOption,3.0,,1.0,3.0,,,,,,10488286.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2140/10488286
Uccle,1180.0,1.0,house,house,1250000.0,,4.0,370.0,1.0,,1.0,695.0,695.0,3.0,,10570531.0,as new,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10570531
Middelkerke,8434.0,1.0,apartment,apartment,270000.0,,2.0,85.0,1.0,6.0,,,,2.0,,10642132.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8434/10642132
Sint-Idesbald,8670.0,1.0,apartment,apartment,275000.0,isUnderOption,1.0,40.0,1.0,,,,,,,10383512.0,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/sint-idesbald/8670/10383512
Antwerp,2020.0,1.0,apartment,ground floor,275000.0,isUnderOption,2.0,105.0,,,1.0,70.0,,2.0,,10496031.0,just renovated,https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerp/2020/10496031
Denderleeuw,9470.0,1.0,apartment,duplex,275000.0,,2.0,110.0,1.0,7.0,,,,2.0,,10557268.0,as new,https://www.immoweb.be/en/classified/duplex/for-sale/denderleeuw/9470/10557268
Aubange,6790.0,1.0,apartment,apartment,275000.0,,2.0,100.0,,,1.0,130.0,,,,10611748.0,,https://www.immoweb.be/en/classified/apartment/for-sale/aubange/6790/10611748
Jette,1090.0,0.0,apartment,apartment,280000.0,,2.0,118.0,,,,,,2.0,,10557754.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/10557754
Arlon,6700.0,1.0,apartment,apartment,275000.0,isUnderOption,2.0,95.0,,,,,,,,10547278.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/10547278
Uccle,1180.0,,apartment,apartment,280000.0,,2.0,89.0,1.0,8.0,,,,,,10454083.0,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10454083
Ostende,8400.0,1.0,apartment,apartment,280000.0,,2.0,104.0,1.0,10.0,,,,,,10509116.0,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/ostende/8400/10509116
Brussels City,1000.0,1.0,apartment,apartment,285000.0,,1.0,64.0,1.0,6.0,,,,,,10397997.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/brussels%20city/1000/10397997
